"CODIGO","DESIGNACAO","SIGLA_UC","CURSO"
"EEC3162","Electrónica I (T)","E1",255
"EEC2206","Probabilidades e Estatística","PE",255
"GEI412","Circuitos Lógicos e Microprocessadores","CLM",433
"GEI316","Investigação Operacional II","IO2",433
"GEI315","Gestão Financeira II","GF2",433
"GEI314","Estatística II","EST2",433
"GEI313","Tecnologia Mecânica III","TM3",433
"GEI312","Automação Industrial II","AI2",433
"GEI311","Gestão Financeira I","GF1",433
"GEI310","Estatística I","EST1",433
"GEI309","Investigação Operacional I","IO1",433
"GEI308","Automação Industrial I","AI1",433
"GEI214","Contabilidade II","CONT2",433
"GEI213","Electricidade e Electrónica","E&E",433
"GEI211","Contabilidade I","CONT1",433
"MMSEG1201","Geologia de Engenharia","GE",2020
"MVC1207","Gestão de Projectos e Legislação","GPL",2030
"MVC1206","Planeamento e Gestão de Obras","PGO",2030
"MVC1205","Drenagem","DREN",2030
"MVC1204","Sinalização e Segurança","SS",2030
"MVC1203","Pavimentos","PAVIM",2030
"MVC1202","Economia","ECONO",2030
"MVC1200","Topografia","TOPOG",2030
"MVC1107","Infra-Estruturas Portuárias","IEP",2030
"MVC1106","Caminhos de Ferro","CFER",2030
"MVC1105","Traçado de Redes Urbanas","TRRU",2030
"MVC1104","Traçado de Estradas","TREST",2030
"MVC1103","Processos e Equipamentos de Construção","PEC",2030
"MVC1102","Obras de Arte","OA",2030
"MVC1101","Tráfego","TRAF",2030
"MMSEG1200","Projecto Assistido por Ensaios I","PAEI",2020
"MMSEG1104","Métodos Numéricos em Geotecnia","MNG",2020
"MMSEG1102","Dinâmica dos Solos","DS",2020
"MMSEG1101","Mecânica dos Solos dos Estados Críticos","MSEC",2020
"MMSEG1100","Teorias da Resistência ao Corte e da Deformação","TRCD",2020
"MMCCE1300","Seminário","S",2025
"MMCCE1210","Aplicações de Sistemas Discretos","ASD",2025
"MMCCE1208","Fluidos Não-Newtonianos:Modelos e Simulação","FNNMS",2025
"MMCCE1207","Controlo de Processos","CP",2025
"MMCCE1206","Técnicas Computacionais em Electromagnetismo","TCE",2025
"MMCCE1205","Módulos de Análise Matemática e Análise Numérica","MAMAN",2025
"MMCCE1204","Meios Porosos:Estrutura e Transporte","MPET",2025
"MMCCE1203","Sistemas de Energia","SE",2025
"MEM1100","Métodos de Aproximação","MAP",100
"MIAC3100","Seminário","S",1700
"MIAC1101","Programação Lógica","",1700
"MIAC1100","Metodologias da Inteligência Artificial","MIA",1700
"CPGEE2018","Métodos Formais em Engenharia de Software","",1300
"CPGEE2040","Gestão Integrada de Projectos","",1300
"MEEC2018","Métodos Formais em Engenharia de Software","MFES",400
"MEEC2019","Supervisão, Controlo e Protecção de Sistemas de Energia","SCPSE",400
"EEC4231","Técnicas de Alta Tensão","TAT",255
"EEC4230","Electrónica de Potência","EP",255
"EEC4229","Análise de Sistemas Eléctricos I","ASE1",255
"EEC4228","Produção e Transporte de Energia II","PTE2",255
"EEC4227","Instalações Eléctricas Industriais","IEI",255
"EEC4226","Técnicas de Iluminação","TECI",255
"EEC4225","Máquinas Eléctricas Especiais","MEE",255
"EEC4224","Electrotermia Industrial","ETI",255
"EEC4223","Gestão de Energia","GENER",255
"MMSEG1307","Grandes Obras Subterrâneas","GOS",2020
"MMSEG1306","Geotecnia Ambiental II","GAII",2020
"MMSEG1304","Pavimentos","PAVIM",2020
"MMSEG1303","Melhoramento de Maciços","MM",2020
"MMSEG1302","Barragens de Terra e de Enrocamento","BTE",2020
"MMSEG1301","Estabilidade e Estabilização de Taludes","EET",2020
"MMSEG1208","Projecto de Túneis","PT",2020
"MMSEG1207","Estruturas de Suporte de Aterros","ESA",2020
"MMSEG1205","Geotecnia Ambiental I","GAI",2020
"MMSEG1204","Geossintéticos, Aplicações e Dimensionamento","GAD",2020
"MMSEG1203","Fundações","FUND",2020
"MMSEG1202","Mecânica das Rochas","MROCH",2020
"MEM1225","Secagem","SEC",100
"MEM1224","Refrigeração Industrial","RIND",100
"MEM1223","Escoamentos","ESC",100
"MEM1222","Combustão","COMB",100
"MEM1221","Permutadores de Calor","PC",100
"MEM1220","Gestão do Ambiente","GAMB",100
"MEM1219","Técnicas de Medição e Métodos Experimentais","TMME",100
"MEM1218","Gestão de Energia","GENER",100
"MEM1217","Métodos Numéricos em Convecção","MNCO",100
"MEM1112","Métodos Numéricos em Condução de Calor","MNCC",100
"MEM1111","Convecção","CONV",100
"MEM1110","Radiação","RAD",100
"MEM1109","Condução","COND",100
"MEM1108","Análise de Investimentos","AI",100
"MEM1216","Construções Soldadas","CSOLD",100
"MEM1214","Simulação de Processos Tecnológicos II","SPT2",100
"MEM1213","Processos de Conformação","PCONF",100
"MEM1212","Fabrico Rápido de Ferramentas","FRM",100
"MEM1211","Seminário de Computação e de Tecnologia","SCT",100
"MEM1210","Simulação de Processos Tecnológicos I","SPT1",100
"MEM1107","Prototipagem Rápida","PR",100
"MEM1209","Termomecânica","TMEC",100
"MEM1208","Optimização","OPT",100
"MEM1207","Estruturas Metálicas","EMET",100
"MEM1206","Materiais Compósitos","MCOMP",100
"MEM1205","Mecânica da Fractura","MFRAC",100
"MEM1204","Tribologia e Mecânica do Contacto","TMC",100
"MEM1203","Dinâmica","DIN",100
"MEM1202","Placas e Cascas","PCAS",100
"MEM1201","Seminário de Computação e de Experimentação","SCE",100
"MEM1200","Elementos Finitos II","EF2",100
"MEM1106","Elementos Finitos I","EF1",100
"MEM1105","Qualificação e Ensaios de Materiais","QEM",100
"MEM1104","Métodos Numéricos","MNUM",100
"MEM1103","Análise de Investimentos","AI",100
"MEM1102","Selecção de Materiais","SM",100
"MEM1101","Elasticidade e Plasticidade","EP",100
"CPGEM1217","Métodos Numéricos em Convecção","",2035
"CPGEM1112","Métodos Numéricos em Condução de Calor","",2035
"CPGEM1111","Convecção","",2035
"CPGEM1110","Radiação","",2035
"CPGEM1109","Condução","",2035
"CPGEM1216","Construções Soldadas","",2035
"CPGEM1214","Simulação de Processos Tecnológicos II","",2035
"CPGEM1213","Processos de Conformação","",2035
"CPGEM1212","Fabrico Rápido de Ferramentas","",2035
"CPGEM1211","Seminário de Computação e de Tecnologia","",2035
"CPGEM1210","Simulação de Processos Tecnológicos I","",2035
"CPGEM1107","Prototipagem Rápida","",2035
"CPGEM1209","Termomecânica","",2035
"CPGEM1208","Optimização","",2035
"CPGEM1207","Estruturas Metálicas","",2035
"CPGEM1206","Materiais Compósitos","",2035
"CPGEM1205","Mecânica da Fractura","",2035
"CPGEM1204","Tribologia e Mecânica do Contacto","",2035
"CPGEM1203","Dinâmica","",2035
"CPGEM1202","Placas e Cascas","",2035
"CPGEM1201","Seminário de Computação e de Experimentação","",2035
"CPGEM1200","Elementos Finitos II","",2035
"CPGEM1106","Elementos Finitos I","",2035
"CPGEM1105","Qualificação e Ensaios de Materiais","",2035
"CPGEM1104","Métodos Numéricos","",2035
"CPGEM1103","Análise de Investimentos","",2035
"CPGEM1102","Selecção de Materiais","",2035
"CPGEM1101","Elasticidade e Plasticidade","",2035
"CPGEM1100","Métodos de Aproximação","",2035
"MEM1114","Mecânica dos Fluídos","MF",100
"MEM1113","Energia e Conforto em Edificios","ECE",100
"MEM1228","Simulação Global de Edificios","SGE",100
"MEM1227","Sistemas Energéticos e Controlo","SECTL",100
"MEM1226","Ventilação","V",100
"CPGEM1114","Mecânica dos Fluídos","",2035
"CPGEM1113","Energia e Conforto em Edifícios","",2035
"CPGEM1228","Simulação Global de Edificios","",2035
"CPGEM1227","Sistemas Energéticos e Controlo","",2035
"CPGEM1226","Ventilação","",2035
"CPGEM1225","Secagem","",2035
"CPGEM1224","Refrigeração Industrial","",2035
"CPGEM1223","Escoamentos","",2035
"CPGEM1222","Combustão","",2035
"CPGEM1221","Permutadores de Calor","",2035
"CPGEM1220","Gestão do Ambiente","",2035
"CPGEM1219","Técnicas de Medição e Métodos Experimentais","",2035
"CPGEM1218","Gestão de Energia","",2035
"EQ114","Química Estrutural","QE",331
"EEC467","Tracção e Força Motriz","TFM",255
"EEC118","Introdução às Medidas Eléctricas","IME",255
"EC556","Geotecnia Aplicada","GEOTAP",233
"EEC466","Complementos de Sistemas Digitais I","CSD1",255
"EEC547","Projecto Optimizado de Máquinas Eléctricas","POME",255
"EEC465","Introdução à Distribuição de Energia","IDE",255
"EEC464","Utilização de Energia","EU",255
"EEC117","Mecânica","MEC",255
"EC400","Elementos de Planeamento Territorial","EPT",233
"EC507","Planeamento Territorial","PTER",233
"EC506","Processos e Equipamentos de Construção","PECONS",233
"EC505","Projecto de Obras e Estaleiros","POE",233
"EC504","Betão Armado II","BA2",233
"EM430","Gestão da Produção","GP",304
"EM429","Análise de Projectos","AP",304
"EC503","Betão Pré-Esforçado","BPE",233
"EC502","Obras Hidráulicas","OH",233
"EM512","Seminário de Tecnologia Mecânica","STM",304
"EM416","Materiais de Construção Metálica","MCMET",304
"EM511","Métodos Experimentais","MEXP",304
"EM317","Electrónica e Instrumentação","EI",304
"EM316","Electromagnetismo","EMAG",304
"EC501","Hidráulica Marítima","HIDM",233
"EC500","Betão Armado","BA",233
"EM579","Mecânica Estrutural","MECE",304
"EM578","Electrónica Industrial","EI",304
"MEEC2077","Técnicas Avançadas de Produção","TAP",400
"MEEC2076","Sistemas de Produção Integrada","SPI",400
"MEEC2075","Projecto de Sist. em Tecn.Microelectrónica","PSTM",400
"MEEC2074","Informatização Industrial","II",400
"MEEC2073","Engenharia da Reabilitação","ER",400
"MEEC2072","Electroacústica","E",400
"MEEC1064","Sistemas inteligentes em Engenharia","SIE",400
"MEEC1066","Complementos de Electrónica","CELEC",400
"EMM507","Orgãos de Máquinas e Máquinas Ferramentas","OMMF",315
"EM114","Desenho Técnico","DT",304
"EIC1205","Sistemas Digitais","SD",275
"EIC1204","Arquitectura de Computadores","AC",275
"EIC1203","Circuitos e Sistemas II","CSII",275
"EIC1202","Introdução à Programação II","IPII",275
"EIC1201","Técnicas de Comunicação e Inglês Funcional","TCIF",275
"EIC1200","Análise Matemática II","AM2",275
"EIC1105","Física Experimental","FIS",275
"EIC1104","Electrónica Digital","ED",275
"EIC1103","Circuitos e Sistemas I","CSI",275
"EIC1100","Análise Matemática I","AM1",275
"EEC471","Projecto de ASICs","ASICS",255
"EEC470","Introdução aos Sistemas Discretos","ISD",255
"EM318","Mecânica das Estruturas I","MECE1",304
"EM113","Geometria Descritiva","GD",304
"EEC319","Aplicações de Electrónica II","AE2",255
"EEC469","Automação e Controlo Industrial","AUTCI",255
"EEC318","Curso Geral de Máquinas Eléctricas II","CGME2",255
"EC557","Circulação","CIRC",233
"EC124","Análise Matemática I","AM1",233
"EC123","Desenho e Métodos Gráficos II","DMG2",233
"EMM514","Projecto de Investigação","PI",315
"EMM513","Bloco de Opções (seis disciplinas)","BO",315
"EMM512","Seminário","SEM",315
"EMM511","Gestão da Produção","GP",315
"EMM510","Materiais Cerâmicos","MCER",315
"EMM509","Gestão da Qualidade","GQ",315
"EMM508","Gestão de Empresas","GE",315
"GEI512","Economia e Negócios Internacionais","ENI",433
"GEI511","Gestão da Produção e de Materiais II","GPM2",433
"GEI510","Marketing II","MK2",433
"GEI509","Seminário de Aplicações Informáticas II","SAI2",433
"GEI507","Instalações Industriais","II",433
"GEI506","Gestão da Qualidade","GQ",433
"GEI505","Gestão da Produção e de Materiais I","GPM1",433
"GEI504","Marketing I","MK1",433
"GEI503","Seminário de Aplicações Informáticas I","SAI1",433
"GEI502","Direito Empresarial I","DE1",433
"GEI501","Concepção e Fabrico Assistido por Computador","CFAC",433
"MEEC2086","Redes Integradas de Serviços","RIS",400
"MEEC2085","Comunicações Móveis","CM",400
"MEEC1071","Comunicações de Dados","CD",400
"MEEC1070","Complementos de Análise de Sist.Eléctricos","CASE",400
"MEEC2084","Sistemas Discretos","SD",400
"MEEC2083","Processos e Controlo Estocásticos","PCE",400
"MEEC2082","Controlo Optimo Não Linear","CONL",400
"MEEC2081","Controlo Multivariável","CM",400
"MEEC2080","Controlo Adaptativo","CA",400
"MEEC2079","Conjuntos Imprecisos","CI",400
"MEEC1069","Tópicos Avançados de Sistemas Lineares","TASL",400
"MEEC1067","Programação Matemática","PM",400
"MEEC2078","Redes Circuitos e Sistemas Neuronais","RCSN",400
"MEEC1065","Projecto de Hardware Digital","PHD",400
"EC593","Métodos Computacionais em Hidráulica","MCH",233
"EC592","Seminário de Geotecnia","SG",233
"EC591","Obras de Terra","OT",233
"EC587","Fundações e Estruturas de Suporte II","FSE2",233
"EC586","Fundações e Estruturas de Suporte I","FES1",233
"EC585","Projecto e Gestão de Infra-Estruturas de Saneamento Básico","PGISB",233
"EC584","Aproveitamentos Hidráulicos","AH",233
"EC583","Pavimentos","PAV",233
"EC580","Planeamento Regional","PREG",233
"EC579","Planeamento Urbano","PURB",233
"EC578","Instalações de Edifícios","IE",233
"EC577","Qualidade na Construção","QC",233
"EC576","Métodos e Tecnologias da Construção","MTC",233
"EC569","Projecto e Gestão de Infra-Estruturas de Saneamento Básico","PGISB",233
"EC571","Estruturas Pré-Esforçadas","EPE",233
"EC570","Estruturas Metálicas e Mistas","EMM",233
"EC575","Física das Construções","FISC",233
"EC568","Métodos Numéricos em Engenharia","MNE",233
"EC566","Planeamento de Recursos Hídricos","PRH",233
"EC565","Infra-Estruturas Rodoviárias e Ferroviárias","IRF",233
"EC564","Manutenção e Reabilitação de Edifícios","MRE",233
"EC563","Acústica de Edifícios e Controlo de Ruído","AECR",233
"EC562","Concepção e Dimensionamento de Edifícios Altos","CDEA",233
"EC561","Conservação e Reabilitação de Estruturas","CRE",233
"EC560","Estruturas Especiais","EE",233
"EC559","Concepção e Execução de Estruturas de Edifícios","CEEE",233
"EC403","Gestão de Projectos e Obras","GPO",233
"EC558","Estruturas de Betão II (t)","EB2(T)",233
"EC301","Teoria das Estruturas","TE",233
"EC201","Resistência de Materiais","RM",233
"EMM515","Estágio Industrial","EI",315
"MET1105","Tratamentos Térmicos e Termoquímicos","TTT",800
"MET1104","Química-Física da Fundição","QFF",800
"MET1103","Processos de Moldação","PM",800
"MET1100","Instrumentação e Controlo","IC",800
"EC573","Sociologia Geral","SOCG",233
"EC220","Probabilidades,Erros e Estatística","PEE",233
"EC218","Curso Complementar de Desenho","CCD",233
"EC131","Elementos de Física Atómica","EFA",233
"EC130","Matemáticas Gerais","MATG",233
"EC129","Geometria Descritiva e Elementos de Geometria Projectiva","GDEDP",233
"EC128","Curso Geral de Desenho","CGD",233
"EC127","Quimica Geral","QG",233
"MEPQ1111","Seminário","SEM",900
"MEPQ1110","Fenómenos de Transporte","FT",900
"MEPQ2108","Controle de Processos Quimicos","CPQ",900
"MEPQ1107","Matemática Aplicada","MATA",900
"MEPQ2106","Tópicos Avançados de Engenharia Quimica II","TAEQ2",900
"MEPQ2105","Concepção e Planeamento de Processos Quimicos","CPPQ",900
"MEPQ1104","Quimica-Fisica Avançada","QFA",900
"MEPQ1102","Seminário","SEM",900
"MEPQ1101","Catálise Heterogénea","CATH",900
"MEPQ1100","Reactores Quimicos","RQ",900
"EC594","Modelos de Segurança em Geotécnia","MSG",233
"EC126","Hidráulica","HID",233
"EC125","Desenho e Métodos Gráficos","DMG",233
"MEA101","Complementos de Quimica Aplicada","CQA",1100
"MPPAU2211","Paisagismo","PAIS",1000
"MPPAU2210","Administração e Gestão Urbanística","AGU",1000
"MPPAU2208","Desenho Urbano II","DUR2",1000
"MPPAU2207","Estratégias de Desenvolvimento Urbano","EDU",1000
"MPPAU2206","Politicas de Transporte","PT",1000
"MPPAU2205","Politicas de Habitação","PH",1000
"MPPAU2204","Gestão da Qualidade do Ambiente","GQA",1000
"MPPAU1107","Seminário/Projecto","S/P1",1000
"MPPAU2203","Urbanismo e Ecodesenvolvimento","UE",1000
"MPPAU1106","Planeamento de Equipamentos Colectivos","PEC",1000
"MPPAU2202","Engenharia Urbana","EU",1000
"MPPAU1105","Desenho Urbano I","DUR1",1000
"MPPAU1104","Ecologia e Ambiente Urbano","EAU",1000
"MPPAU1103","Administração Territorial","AT",1000
"MPPAU1102","Acessibilidades","A",1000
"MPPAU2201","Desenvolvimento Urbano II","DU2",1000
"MPPAU1101","Desenvolvimento Urbano I","DU1",1000
"MPPAU2200","Teoria do Planeamento II","TP2",1000
"MPPAU1100","Teoria do Planeamento I","TP1",1000
"MEM142","Métodos de Aproximação em Engenharia","MAE",100
"MEM141","Gestão e Energia Térmica","GET",100
"MEM121","Mecânica dos Materiais","MECM",100
"MCE114","Qualidade na Construção","QC",200
"MCE113","Tecnologia de Fachadas","TF",200
"MCE112","Financiamento na Construção","FC",200
"MET2111","Solidificação","SOL",800
"MET2110","Projecto de Equipamentos","PE",800
"MET2109","Organização Industrial","OI",800
"MET2107","Materiais em Fundição","MF",800
"MET2106","Gestão da Qualidade e Controlo Ambiental","GQCA",800
"MEA405","Materiais de Construção","MCON",1100
"MEA407","Arranque, Exploração e Manutenção de ETAR's","AEME",1100
"MEA307","Recolha e Tratamento de Resíduos Sólidos e Lamas","RTRSL",1100
"MEA306","Tratamento de Aguas","TA",1100
"MEA304","Sistemas de Tratamento.Estudo de Casos","ST",1100
"MEA208","Técnicas Laboratoriais","TL",1100
"MEA207","Tratamento Biológico de Efluentes","TBE",1100
"MEA206","Tratamento Fisico-Quimico de Efluentes","TFQE",1100
"MEA205","Caracterização e Tratabilidade de Efluentes e Residuos","CTE",1100
"MEA107","Aplicações Informáticas","AI",1100
"MEA106","Complementos de Hidráulica Aplicada","CHA",1100
"MEA403","Protecção e Contaminação de Aquíferos","PCA",1100
"MEA402","Sistemas de Informação Geográfica","SIG",1100
"MEA401","Análise de Dados com Variabilidade Espacial","ADVE",1100
"MEA400","Projecto","PROJ",1100
"MEA303","Recolha e Tratamento de Resíduos Sólidos e Lamas","RTRSL",1100
"MEA302","Gestão e Tratamento de Resíduos Tóxicos e Perigosos","GTRTP",1100
"MEA300","Reciclagem e Compostagem de Resíduos Sólidos Urbanos","RCRSU",1100
"MEA204","Disciplina de Opção I","DO1",1100
"MEA203","Avaliação de Impactes Ambientais","AIA",1100
"MEA202","Deposição de Resíduos e Recuperação Paisagística","DRRP",1100
"MEA201","Projecto e Exploração de Aterros Sanitários","PEAS",1100
